asv	Kingdom	Phylum	Class	Order	Family	Genus	Species
asv02969	Bacteria	Chloroflexi	Dehalococcoidia	vadinBA26	vadinBA26	vadinBA26	unclassified
asv02970	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family_XIII_AD3011_group	unclassified
asv02971	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	28-YEA-48	Afipia_genosp.
asv02972	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured	Caulobacteraceae_bacterium
asv02973	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_constellatus
asv02974	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	Methylobacterium_oxalidis
asv02975	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales_(SR1)	Absconditabacteriales_(SR1)	Absconditabacteriales_(SR1)	uncultured_Microgenomates
asv02976	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	uncultured	uncultured_Bartonella
asv02977	Bacteria	Chloroflexi	Ktedonobacteria	unclassified	unclassified	unclassified	unclassified
asv02978	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	uncultured	unclassified
asv02979	Bacteria	Bacteroidota	Bacteroidia	SM1A07	SM1A07	SM1A07	uncultured_bacterium
asv02980	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	WD2101_soil_group	uncultured_Planctomycetia
asv02981	Archaea	Halobacterota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanospirillum	unclassified
asv02982	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	uncultured_Pseudolabrys
asv02983	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Dyadobacter	Dyadobacter_fermentans
asv02984	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	unclassified
asv02985	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Kutzneria	Kutzneria_albida
asv02986	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales	Candidatus_Midichloria	unclassified
asv02987	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	Agromyces_terreus
asv02988	Bacteria	Myxococcota	Polyangia	Polyangiales	Amb-16S-1034	Amb-16S-1034	uncultured_bacterium
asv02989	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Xanthobacteraceae	uncultured_forest
asv02990	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Papillibacter	uncultured_Clostridiales
asv02991	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Salinisphaeraceae	Salinisphaera	Salinisphaera_sp.
asv02992	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	Paraburkholderia_sartisoli
asv02993	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Anaerosinus	uncultured_bacterium
asv02994	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio_litoralis
asv02995	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	uncultured_eubacterium
asv02996	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peribacteria	Candidatus_Peribacteria	Candidatus_Peribacteria	metagenome
asv02997	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	uncultured_bacterium
asv02998	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Proteiniboraceae	Proteiniborus	uncultured_bacterium
asv02999	Bacteria	Spirochaetota	Brevinematia	Brevinematales	Brevinemataceae	Brevinema	uncultured_bacterium
asv03000	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chromobacteriaceae	Pseudogulbenkiania	Pseudogulbenkiania_sp.
asv03001	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Risungbinella	uncultured_bacterium
asv03002	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	uncultured_bacterium
asv03003	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	LWQ8	uncultured_soil
asv03004	Bacteria	Myxococcota	Polyangia	Polyangiales	Phaselicystidaceae	Phaselicystis	metagenome
asv03005	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Clostridioides	uncultured_Firmicutes
asv03006	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Niabella	Niabella_sp.
asv03007	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_mellis
asv03008	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flaviaesturariibacter	Flaviaesturariibacter_sp.
asv03009	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Candidatus_Hamiltonella	secondary_endosymbiont
asv03010	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia_seriolae
asv03011	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_7	uncultured_Clostridium
asv03012	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	Micavibrio	Micavibrio_aeruginosavorus
asv03013	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	Obscuribacteraceae	uncultured_Gloeobacter
asv03014	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Filimonas	Arvibacter_flaviflagrans
asv03015	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonadetes_bacterium
asv03016	Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	uncultured_bacterium
asv03017	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidisoma	uncultured_Alphaproteobacteria
asv03018	Bacteria	NB1-j	NB1-j	NB1-j	NB1-j	NB1-j	uncultured_soil
asv03019	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	unclassified	unclassified
asv03020	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_6	unclassified
asv03021	Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	Candidatus_Phytoplasma	Cauliflower_stunt
asv03022	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Planifilum	Planifilum_composti
asv03023	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	uncultured_bacterium
asv03024	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Coleofasciculaceae	uncultured	uncultured_bacterium
asv03025	Bacteria	Elusimicrobiota	Lineage_IIb	Lineage_IIb	Lineage_IIb	Lineage_IIb	uncultured_soil
asv03026	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	unidentified_eubacterium
asv03027	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocystis	unclassified
asv03028	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	Sediminibacterium_ginsengisoli
asv03029	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	uncultured	uncultured	uncultured_bacterium
asv03030	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Caenimonas	uncultured_beta
asv03031	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga_granulosa
asv03032	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Dialister	Dialister_propionicifaciens
asv03033	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia_plicata
asv03034	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Labilithrix	Labilithrix_luteola
asv03035	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	unclassified
asv03036	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	uncultured	bacterium_Ellin321
asv03037	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Nocardiopsis	unclassified
asv03038	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Patulibacter	Patulibacter_minatonensis
asv03039	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Nosocomiicoccus	Nosocomiicoccus_ampullae
asv03040	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	unclassified	unclassified
asv03041	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Bogoriellaceae	Georgenia	Georgenia_sp.
asv03042	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	metagenome
asv03043	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	unclassified	unclassified
asv03044	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter_litoreus
asv03045	Bacteria	Firmicutes	Clostridia	Clostridiales	Caloramatoraceae	unclassified	unclassified
asv03046	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Azohydromonas	Azohydromonas_australica
asv03047	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc_lactis
asv03048	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	A0839	uncultured_proteobacterium
asv03049	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	uncultured_bacterium
asv03050	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidisphaera	uncultured_bacterium
asv03051	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Ellin517	uncultured_bacterium
asv03052	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_marinus
asv03053	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium_aurimucosum
asv03054	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Sodalis	unclassified
asv03055	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12_marine_group	NS11-12_marine_group	unclassified
asv03056	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	uncultured	delta_proteobacterium
asv03057	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_panacisoli
asv03058	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	UCG-010	uncultured_organism
asv03059	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus]_gnavus_group	unclassified
asv03060	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	uncultured	uncultured_bacterium
asv03061	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	MIZ36	uncultured_bacterium
asv03062	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	Subgroup_2	Subgroup_2	metagenome
asv03063	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_RC9_gut_group	uncultured_Bacteroidetes
asv03064	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	Veillonella_sp.
asv03065	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Sporocytophaga	Sporocytophaga_myxococcoides
asv03066	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Arcticibacter	unclassified
asv03067	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii
asv03068	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	uncultured	metagenome
asv03069	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_clausii
asv03070	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_jensenii
asv03071	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas_staleyi
asv03072	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Longimicrobium	unclassified
asv03073	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	uncultured	uncultured_Candidatus
asv03074	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnotalea	uncultured_bacterium
asv03075	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Promicromonosporaceae	Cellulosimicrobium	unclassified
asv03076	Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Thermus	Thermus_scotoductus
asv03077	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	unclassified	unclassified	unclassified
asv03078	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	RBG-13-54-9	RBG-13-54-9	unclassified
asv03079	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Verticiella	Verticiella_sediminum
asv03080	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	Aquicella_siphonis
asv03081	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured	uncultured_Acidisphaera
asv03082	Bacteria	Cyanobacteria	Vampirivibrionia	Vampirovibrionales	Vampirovibrionales	Vampirovibrionales	unclassified
asv03083	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured_bacterium
asv03084	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	uncultured_bacterium
asv03085	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_bacterium
asv03086	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	metagenome
asv03087	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter	Gemmatirosa_kalamazoonesis
asv03088	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	uncultured_Verrucomicrobia
asv03089	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Proteiniphilum	unclassified
asv03090	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Elsteraceae	unclassified	unclassified
asv03091	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	uncultured_bacterium
asv03092	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Waddliaceae	Waddlia	Waddliaceae_bacterium
asv03093	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Alkanibacter	unclassified
asv03094	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Berkiella	uncultured_organism
asv03095	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	Abditibacterium_utsteinense
asv03096	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	CAP-aah99b04	CAP-aah99b04	uncultured_bacterium
asv03097	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	uncultured_Alphaproteobacteria
asv03098	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_hordei
asv03099	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Candidatus_Vidania	Candidatus_Vidania
asv03100	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Haloactinopolyspora	unclassified
asv03101	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	uncultured	unclassified
asv03102	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	Hymenobacter_sp.
asv03103	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Nevskia	Nevskia_sp.
asv03104	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	uncultured_bacterium
asv03105	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_lindanitolerans
asv03106	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_endoradicis
asv03107	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga_rupis
asv03108	Bacteria	Chloroflexi	Gitt-GS-136	Gitt-GS-136	Gitt-GS-136	Gitt-GS-136	uncultured_bacterium
asv03109	Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	uncultured	uncultured_delta
asv03110	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales	soil_bacterium
asv03111	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera	uncultured_endolithic
asv03112	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	uncultured_bacterium
asv03113	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Rs-H88_termite_group	uncultured_Leptospiraceae
asv03114	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_deserti
asv03115	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	uncultured_bacterium
asv03116	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Propionivibrio	uncultured_bacterium
asv03117	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Incertae_Sedis	uncultured_bacterium
asv03118	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Cyanobacteriales_Incertae_Sedis	Microseira_Carmichael-Alabama	uncultured_bacterium
asv03119	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peregrinibacteria	Candidatus_Peregrinibacteria	Candidatus_Peregrinibacteria	unclassified
asv03120	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	uncultured_bacterium
asv03121	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Mumia	uncultured_bacterium
asv03122	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	metagenome
asv03123	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides_halotolerans
asv03124	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	unclassified
asv03125	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_proteobacterium
asv03126	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium	uncultured_bacterium
asv03127	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus_haemolyticus
asv03128	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Glutamicibacter	unclassified
asv03129	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Cytophaga	unclassified
asv03130	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Caldibacillus	unclassified
asv03131	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus_Cardinium	Candidatus_Cardinium
asv03132	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Tahibacter	unclassified
asv03133	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_pleuritidis
asv03134	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	B1-7BS	B1-7BS	uncultured_bacterium
asv03135	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	Methylobacterium_variabile
asv03136	Bacteria	Firmicutes	Symbiobacteriia	Symbiobacteriales	Symbiobacteraceae	uncultured	bacterium_T33.8
asv03137	Bacteria	Proteobacteria	Gammaproteobacteria	Beggiatoales	Beggiatoaceae	uncultured	uncultured_bacterium
asv03138	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_11	Clostridium_senegalense
asv03139	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	CR-115	CR-115	uncultured_bacterium
asv03140	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	uncultured_spirochete
asv03141	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_ingluviei
asv03142	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	AAP99	Derxia_sp.
asv03143	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales	Candidatus_Jidaibacter	Reticulomyxa_filosa
asv03144	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Williamsia	Williamsia_sp.
asv03145	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales	Ezakiella	unclassified
asv03146	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Siccirubricoccus	Siccirubricoccus_deserti
asv03147	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	uncultured	uncultured_gamma
asv03148	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Curvibacter	Curvibacter_lanceolatus
asv03149	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_assamensis
asv03150	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Nosocomiicoccus	uncultured_bacterium
